Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Greece,GRC,Urban population,SP.URB.TOTL,8374255,8376769,8376914,8383077,8377718,8285042,8198194,8198352,8219721,8210472
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5573396,5559688,5544756,5530964,5513797,5448694,5382141,5366507,5365010,5341900
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5202575,5194991,5188126,5190618,5184802,5120513,5054741,5040844,5040124,5021637
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.6,8.2,8.1,7.8,7.9,8.1,7.3,6.8,..,6.857
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11,11.6,11.2,11.7,12.2,13.6,13.4,12.2,..,12.609
Greenland,GRL,Rural population (% of total population),SP.RUR.TOTL.ZS,13.77389526,13.60844421,13.27490234,12.97821045,12.7159118,12.45479824,12.19505947,11.93688523,11.68046521,11.42598913
Greenland,GRL,Urban population,SP.URB.TOTL,48447,48528,48586,48928,49199,49597,49751,50077,50197,..
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,26505,26505,26442,26550,26631,26780,26802,26929,26952,..
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,29681,29667,29581,29675,29736,29873,29859,29936,29884,..
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.8,15.2,14.6,15.1,14.8,13.4,13.2,12.6,..,13.232
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.7,8.9,8.7,9.7,9.2,9.3,9.3,9.4,..,10.33
Grenada,GRD,Rural population (% of total population),SP.RUR.TOTL.ZS,64.02939858,63.98267036,63.92795786,63.86535343,63.79494975,63.71683963,63.63111598,63.53787176,63.43719995,63.32919357
Grenada,GRD,Urban population,SP.URB.TOTL,41413,41578,41732,41909,42121,42338,42520,42690,42854,43016
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,56907,57132,57331,57553,57791,58008,58178,58334,58452,58537
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,58223,58306,58360,58428,58550,58680,58735,58747,58755,58766
Grenada,GRD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.052,11.645,12.395,12.466,12.324,12.14,11.935,11.711,..,11.245
Grenada,GRD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.023,8.166,8.332,8.481,8.604,9.198,8.763,8.859,..,8.965
Guam,GUM,Rural population (% of total population),SP.RUR.TOTL.ZS,5.920532744,5.920286054,5.920114998,5.92001975,5.919500891,5.911567231,5.893173816,5.865065836,5.827365343,5.780253657
Guam,GUM,Urban population,SP.URB.TOTL,154510,153811,153048,152229,152559,154051,155446,156740,158000,159230
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,80429,80132,79802,79447,79708,80573,81362,82090,82789,83462
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,83804,83358,82877,82361,82450,83157,83818,84416,84988,85537
Guam,GUM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.377,20.622,19.818,19.256,18.613,18.296,18.008,17.662,..,17.03
Guam,GUM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.132,6.291,6.412,6.534,7.223,7.414,6.736,6.868,..,7.015
Guatemala,GTM,Rural population (% of total population),SP.RUR.TOTL.ZS,46.33907671,46.20052769,46.1540377,45.81177327,45.45168321,45.09529284,44.74187718,44.39176804,44.04529727,43.7027967
Guatemala,GTM,Urban population,SP.URB.TOTL,8729967,8913151,9070721,9268248,9468129,9662487,9862402,10078902,10299223,10520754
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8193483,8343979,8484036,8613924,8743331,8868626,8996408,9135826,9277168,9418650
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8075277,8223378,8361649,8489879,8613994,8730024,8851469,8989012,9129191,9269231
Guatemala,GTM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.957,25.171,24.315,23.089,22.043,21.407,21.063,20.809,..,20.34
Guatemala,GTM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.174,5.081,5.135,5.117,5.835,6.909,5.281,4.829,..,4.893
Guinea,GIN,Rural population (% of total population),SP.RUR.TOTL.ZS,64.68997192,64.41726685,64.14456177,63.87184525,63.51977919,63.14978216,62.76150325,62.3545916,61.92869633,61.48346655
Guinea,GIN,Urban population,SP.URB.TOTL,4262990,4407156,4555352,4709069,4877837,5052354,5233922,5422997,5617339,5815891
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,6141620,6295675,6452610,6613827,6778437,6943925,7111822,7282935,7453518,7622055
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,5931410,6089984,6252164,6420519,6592746,6766588,6943315,7122533,7301267,7477672
Guinea,GIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.414,36.891,36.329,35.952,35.518,34.983,34.381,33.848,..,32.752
Guinea,GIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.527,10.365,10.151,9.945,9.919,9.811,9.3,9.125,..,8.932
Guinea-Bissau,GNB,Rural population (% of total population),SP.RUR.TOTL.ZS,57.41389084,56.98442078,56.55509186,56.1254425,55.69616699,55.2665863,54.83728409,54.40761566,53.88679558,53.34896847
Guinea-Bissau,GNB,Urban population,SP.URB.TOTL,780132,807433,835084,863318,891949,920990,950914,981759,1015114,1049422
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,930325,952680,975002,997539,1020125,1042725,1065850,1089544,1113342,1137222
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,901568,924392,947166,970157,993130,1016116,1039679,1063795,1088010,1112293
Guinea-Bissau,GNB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.217,33.036,32.374,31.848,31.406,30.969,30.458,30.037,..,29.103
Guinea-Bissau,GNB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.662,8.36,8.1,7.863,8.201,8.023,7.224,7.05,..,6.977
Guyana,GUY,Rural population (% of total population),SP.RUR.TOTL.ZS,73.59191071,73.58709445,73.58116215,73.57411652,73.56596026,73.55669604,73.54632649,73.53485427,73.52228201,73.50861235
Guyana,GUY,Urban population,SP.URB.TOTL,201638,202978,209120,213433,213450,215640,217353,218696,220053,221464
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,389965,393694,403661,411269,413269,417833,421266,423896,426503,429164
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,373583,374785,387895,396396,394212,397649,400371,402457,404584,406822
Guyana,GUY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.332,22.044,21.236,21.945,21.254,20.961,20.748,20.287,..,19.499
Guyana,GUY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.705,7.59,7.407,7.503,8.49,10.998,7.309,7.32,..,7.552
Haiti,HTI,Rural population (% of total population),SP.RUR.TOTL.ZS,49.91217885,49.26491662,48.62510189,47.993094,47.36925233,46.75393621,46.147505,45.55031807,44.96273475,44.38511441
Haiti,HTI,Urban population,SP.URB.TOTL,5345100,5488397,5631902,5775452,5917721,6056519,6194979,6336526,6479293,6621561
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5372035,5447367,5522066,5596002,5668475,5737335,5805291,5875810,5947201,6017941
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5299422,5370387,5440296,5509161,5575373,5637251,5698315,5761588,5825356,5888154
Haiti,HTI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.102,24.645,24.222,23.774,23.338,22.919,22.547,22.2,..,21.622
Haiti,HTI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.15,7.977,7.927,7.876,8.284,8.941,8.272,7.817,..,7.813
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,65.68876806,65.25089829,64.80388919,64.38615396,63.96994062,63.52750094,63.05275205,62.61032828,62.13193211,61.66046105
Heavily indebted poor countries (HIPC),HPC,Urban population,SP.URB.TOTL,259700012,270831012,282280083,293689245,305442420,317649950,330273774,342977049,356494920,370466749
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,379785876,390991293,402289164,413612407,425187882,436817855,448348257,460086804,472162895,484607153
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,377109159,388398671,399731510,411036646,422555426,434112181,445558037,457217450,469250131,481671422
Heavily indebted poor countries (HIPC),HPC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.92502359,36.54565606,36.17819337,35.78094139,35.34359116,34.95200701,34.58475359,34.20280642,..,33.33635333
Heavily indebted poor countries (HIPC),HPC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.19736568,8.065226728,7.827460167,7.743521913,7.68690816,7.886286545,7.505949729,6.968980633,..,6.832361871
High income,HIC,Rural population (% of total population),SP.RUR.TOTL.ZS,20.50046453,20.43536384,20.37547584,20.31315324,20.25747278,20.19123507,20.09536911,19.98250021,19.86777478,19.7439056
High income,HIC,Urban population,SP.URB.TOTL,1092549728,1098246501,1102881890,1107464134,1111190487,1110789963,1117068097,1126798576,1136148285,1138682126
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,692727999,695527145,697980596,700316686,702152224,701587655,704389303,709292710,713908405,714286686
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,681556416,684792747,687122683,689453615,691320651,690226846,693612403,698897474,703933522,704524100
High income,HIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.08142312,10.67522579,10.39281143,10.04882654,9.67638694,9.643514693,9.308821381,8.993397221,..,9.012721538
High income,HIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.157565158,9.263549553,9.321555003,9.284643142,10.37421668,10.8003397,10.30178531,9.706335736,..,9.773987626
Honduras,HND,Rural population (% of total population),SP.RUR.TOTL.ZS,45.11315854,44.61226777,44.11474223,43.62084386,43.1308346,42.64497636,42.1635311,41.68676073,41.21492719,40.74829241
Honduras,HND,Urban population,SP.URB.TOTL,5166158,5310652,5457313,5606136,5754955,5901761,6051934,6207357,6363897,6521154
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,4667169,4754880,4843339,4932542,5021043,5107017,5194476,5285151,5375736,5465961
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,4745211,4833257,4921871,5011091,5098597,5182860,5269396,5359700,5449967,5539889
Honduras,HND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.804,23.504,23.392,23.111,22.803,22.529,22.242,21.963,..,21.315
Honduras,HND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.442,4.446,4.452,4.486,5.06,5.727,4.442,4.478,..,4.557
"Hong Kong SAR, China",HKG,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
"Hong Kong SAR, China",HKG,Urban population,SP.URB.TOTL,7336600,7393200,7452600,7507900,7481000,7413100,7346100,7536100,7524100,7522034
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,3995956,4033925,4072423,4109737,4102464,4068311,4032283,4138892,4134633,4136537
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3340644,3359275,3380177,3398163,3378536,3344789,3313817,3397208,3389467,3385497
"Hong Kong SAR, China",HKG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,7.6,7.2,7,5.8,5,4.4,4.4,..,5.268
"Hong Kong SAR, China",HKG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.4,6.3,6.4,6.5,6.8,6.9,8.7,7.3,..,7.864
Hungary,HUN,Rural population (% of total population),SP.RUR.TOTL.ZS,29.52661896,29.54574585,29.52882385,29.54347229,29.70826721,29.79407247,29.84149358,29.70769731,29.50817406,29.30631682
Hungary,HUN,Urban population,SP.URB.TOTL,6878029,6852913,6840612,6830636,6797505,6761485,6738776,6742568,6740474,6716644
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5103869,5082653,5066027,5052953,5036221,5013533,4997943,4989346,4970566,4935345
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4655886,4644103,4640937,4641871,4634198,4617399,4607131,4602840,4591499,4565707
Hungary,HUN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,9.7,9.6,9.6,9.7,9.8,9.3,9.1,..,8.752
Hungary,HUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13,13.6,13.5,13.4,14.6,16.2,14.2,13.4,..,13.34
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Urban population,SP.URB.TOTL,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,Rural population (% of total population),SP.RUR.TOTL.ZS,6.217735291,6.228101769,6.147333297,6.022915258,5.863289713,5.78917936,5.821292877,5.848173822,5.818096008,5.782067981
Iceland,ISL,Urban population,SP.URB.TOTL,314582,322013,331038,338847,344976,350954,359765,363109,364019,368213
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,166317,169113,172530,175702,178499,181612,186312,188204,188596,190564
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,169122,174287,180191,184861,187964,190908,195691,197459,197910,200246
Iceland,ISL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12,11.9,12,12.3,12.3,13.1,11.5,11,..,10.965
Iceland,ISL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.9,6.5,6.4,6.3,6.3,6.3,7,6.6,..,6.649
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,49.883857,49.35641153,48.81802987,48.33591561,47.95586683,47.49325898,47.18513561,46.91919877,46.63265763,46.33244774
IDA & IBRD total,IBT,Urban population,SP.URB.TOTL,3187463705,3261453090,3336070679,3406841561,3469506705,3535095644,3588624470,3640558168,3696340666,3752804941
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3154227201,3194323074,3233470395,3271679354,3308197179,3341988467,3373806218,3406681711,3441520762,3475610359
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3205926460,3245688747,3284587959,3322537098,3358273173,3390662568,3420918172,3451839800,3484701351,3517078486
IDA & IBRD total,IBT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.82449854,20.23545493,19.60092608,19.18046089,18.46563361,18.08973507,17.79870432,17.58317045,..,17.30346167
IDA & IBRD total,IBT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.341832381,7.298170128,7.251877637,7.226807186,7.711868756,8.50999546,7.331107407,7.263106511,..,7.374745045
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,Urban population,SP.URB.TOTL,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,Urban population,SP.URB.TOTL,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Urban population,SP.URB.TOTL,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,..,..
India,IND,Rural population (% of total population),SP.RUR.TOTL.ZS,67.1349219,66.81786718,66.50156465,66.18604212,65.87132739,65.55744828,65.2444326,64.93230816,64.62110276,64.31084423
India,IND,Urban population,SP.URB.TOTL,441688342,451163324,460489278,469686125,478694801,487087908,495413925,504297814,513325082,522441248
India,IND,"Population, female",SP.POP.TOTL.FE.IN,649527205,657238304,664608905,671679248,678442228,684279793,689891756,696186332,702612364,709090076
India,IND,"Population, male",SP.POP.TOTL.MA.IN,694417091,702419096,710050159,717351064,724175467,729924103,735531456,741883264,748323427,754775449
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.756,17.995,17.91,17.368,16.744,16.491,16.336,16.146,..,15.762
India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7,6.673,6.67,6.67,7.214,9.259,6.576,6.611,..,6.638
Indonesia,IDN,Rural population (% of total population),SP.RUR.TOTL.ZS,46.18744278,45.54589844,44.90431595,44.26179504,43.72147124,43.12382975,42.50652958,41.88206466,41.24903646,40.6070936
Indonesia,IDN,Urban population,SP.URB.TOTL,142402781,145581221,148731816,151880690,154661763,157409381,160309348,163421861,166551891,169698146
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,131680949,133024272,134314239,135572405,136741617,137726598,138760035,139934300,141080015,142193712
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,132946469,134322386,135637607,136916976,138073249,139031455,140070494,141255767,142407916,143527524
Indonesia,IDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.138,17.54,17.146,16.909,16.674,16.417,16.204,15.941,..,15.543
Indonesia,IDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.502,7.506,7.562,7.558,8.843,10.042,7.492,7.531,..,7.711
"Iran, Islamic Rep.",IRN,Rural population (% of total population),SP.RUR.TOTL.ZS,26.12038999,25.59881592,25.19657135,24.79611206,24.40135956,24.00736237,23.66577911,23.32404327,22.97987366,22.62384691
"Iran, Islamic Rep.",IRN,Urban population,SP.URB.TOTL,61920147,63260912,64419215,65466224,66317730,67219658,68337636,69475093,70525587,71509246
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,41102691,41709478,42256203,42726607,43070948,43449371,43995100,44547105,45035681,45470197
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,42709537,43317276,43861795,44325041,44652495,45006117,45529146,46061602,46532057,46947484
"Iran, Islamic Rep.",IRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.787,18.045,16.664,14.918,14.008,13.687,13.314,12.951,..,12.175
"Iran, Islamic Rep.",IRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.625,4.631,4.645,4.659,6.439,6.387,4.897,4.672,..,4.848
Iraq,IRQ,Rural population (% of total population),SP.RUR.TOTL.ZS,30.08762217,30.10554888,30.12348511,30.13166046,30.13168335,30.13172913,30.13171387,30.1317215,30.11385059,30.06032605
Iraq,IRQ,Urban population,SP.URB.TOTL,26895031,27494627,28136215,28780286,29426163,30093110,30791339,31492462,32176991,32886176
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,19229196,19659150,20113665,20564177,21017026,21484495,21971026,22459934,22930934,23407475
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,19240431,19678203,20151959,20627994,21099579,21586716,22099525,22614115,23111081,23613299
Iraq,IRQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.816,28.304,27.664,27.252,26.84,26.448,26.004,25.728,..,25.256
