Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,75.34116543,75.16471788,75.00083548,74.85627412,74.73778966,74.65213797,74.60607494,74.52694704,74.29926474,74.05983553
Afghanistan,AFG,Urban population,SP.URB.TOTL,8556767,8863448,9185453,9518439,9869688,10139249,10304561,10559793,10960719,11373235
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,17159297,17649936,18178417,18736474,19343529,19813956,20103167,20530683,21114952,21701532
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,17541315,18038999,18564622,19119647,19725450,20186456,20475675,20924078,21532540,22142579
Afghanistan,AFG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.732,38.171,37.624,37.138,36.601,36.342,36.045,35.437,..,34.391
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.32,7.315,7.271,7.064,7.565,8.002,5.993,5.797,..,5.608
Africa Eastern and Southern,AFE,Rural population (% of total population),SP.RUR.TOTL.ZS,65.11878933,64.71701317,64.28528154,63.9026693,63.51167804,63.09145739,62.63942189,62.22769876,61.75855857,61.29785301
Africa Eastern and Southern,AFE,Urban population,SP.URB.TOTL,217438796,225831843,234931804,243999977,253391731,263191471,273412702,283477860,294184099,305299866
Africa Eastern and Southern,AFE,"Population, female",SP.POP.TOTL.FE.IN,315139785,323559276,332453754,341569862,350869705,360249371,369655503,379019549,388455181,398291465
Africa Eastern and Southern,AFE,"Population, male",SP.POP.TOTL.MA.IN,308229616,316499465,325347331,334380327,343576395,352841557,362165890,371471821,380825707,390553319
Africa Eastern and Southern,AFE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.06786591,34.81399233,34.58361483,34.33588144,34.0104704,33.68133619,33.32043305,32.95528739,..,32.12341741
Africa Eastern and Southern,AFE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.242131807,8.078589537,7.673568548,7.462279353,7.540022047,7.9136458,7.245162949,6.978621043,..,6.851627477
Africa Western and Central,AFW,Rural population (% of total population),SP.RUR.TOTL.ZS,51.8260296,51.25258612,50.6820524,50.10992485,49.52368212,48.92760301,48.31830589,47.71709181,47.14043578,46.54201555
Africa Western and Central,AFW,Urban population,SP.URB.TOTL,206885400,214919014,223013744,231173361,239545135,248171501,257058120,266328396,275802216,285433516
Africa Western and Central,AFW,"Population, female",SP.POP.TOTL.FE.IN,213499543,219113878,224672701,230166416,235687925,241282911,246948301,252899429,259011880,265017825
Africa Western and Central,AFW,"Population, male",SP.POP.TOTL.MA.IN,215955200,221769028,227523214,233199013,238881426,244638086,250438879,256499160,262752196,268922090
Africa Western and Central,AFW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.85911694,36.95809359,36.04590088,35.17658753,34.41767531,34.10154522,33.75141902,33.45518034,..,32.73382515
Africa Western and Central,AFW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.20793501,11.02634245,10.73832897,10.69544475,10.44927243,10.39801927,10.33758673,9.64037517,..,9.475695816
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,44.42612655,44.01972357,43.62299974,43.23609287,42.85914078,42.4922813,42.13565223,41.78939139,41.4536366,41.12852567
Albania,ALB,Urban population,SP.URB.TOTL,1494642,1482517,1470162,1457584,1444795,1431805,1418623,1405259,1391722,1386598
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1358469,1337556,1316971,1296660,1277067,1258129,1239289,1220548,1202069,1191287
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1331000,1310729,1290762,1271141,1251413,1231633,1212347,1193547,1175059,1164010
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.873,11.416,10.898,10.757,10.536,10.512,10.305,10.244,..,9.898
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.288,7.373,7.375,7.473,9.08,10.262,8.709,8.332,..,8.634
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,29.26462217,28.67720876,28.09475015,27.51754386,26.94588737,26.38007817,25.82041376,25.26719164,24.72070928,24.18126419
Algeria,DZA,Urban population,SP.URB.TOTL,28895912,29733972,30563352,31380950,32174559,32953086,33734939,34499817,35241479,35964854
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,19956557,20373068,20780238,21175753,21551767,21912671,22270515,22614984,22939924,23248471
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,20894164,21316231,21724797,22118793,22490324,22848428,23206874,23549235,23874384,24186841
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.439,25.015,24.063,23.379,22.43,21.392,20.491,19.625,..,18.034
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.647,4.66,4.667,4.681,5.988,4.96,4.602,4.641,..,4.645
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,15.71371756,16.11096146,16.52200267,16.94578282,17.37592194,17.78729085,18.2052023,18.62784573,19.0553013,19.48764918
American Samoa,ASM,Urban population,SP.URB.TOTL,44035,43275,42497,41701,41115,40469,39541,38669,37854,37059
American Samoa,ASM,"Population, female",SP.POP.TOTL.FE.IN,25713,25406,25098,24788,24591,24337,23912,23520,23163,22823
American Samoa,ASM,"Population, male",SP.POP.TOTL.MA.IN,26532,26180,25810,25421,25170,24888,24430,24001,23602,23206
American Samoa,ASM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.141,18.206,17.204,16.304,15.658,15.649,15.522,15.388,..,14.737
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.75,5.846,6.011,6.191,6.35,6.583,6.815,7.021,..,7.5
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,11.49725454,11.50229645,11.49190015,11.46082063,11.40922196,11.33726818,11.24512337,11.17983908,11.11499552,11.05073277
Andorra,AND,Urban population,SP.URB.TOTL,63882,65279,66524,67709,68552,69480,70742,71816,72831,73743
Andorra,AND,"Population, female",SP.POP.TOTL.FE.IN,35679,36364,36959,37559,37994,38353,38912,39502,40054,40544
Andorra,AND,"Population, male",SP.POP.TOTL.MA.IN,36502,37399,38203,38915,39386,40011,40793,41354,41884,42360
Andorra,AND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.432,7.831,7.159,6.993,6.831,6.828,6.85,6.859,..,6.854
Andorra,AND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.412,5.436,5.48,5.56,8.285,6.983,5.948,6.076,..,6.223
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,35.70076975,34.91494749,34.12678633,33.33621768,32.54317298,31.74758364,30.9493811,30.14849678,29.3448621,28.53840848
Angola,AGO,Urban population,SP.URB.TOTL,18764489,19678361,20616442,21582821,22565072,23569217,24606208,25670362,26768299,27898633
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,14767682,15295911,15829364,16370876,16911493,17455057,18008613,18568216,19138383,19717792
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,14415388,14938928,15467791,16004756,16539639,17077372,17626416,18181690,18747466,19322247
Angola,AGO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.183,40.595,40.057,39.539,39.127,38.67,38.102,37.588,..,36.624
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.476,8.192,7.928,7.701,7.628,7.619,7.097,6.925,..,6.759
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,75.07601925,75.14997362,75.22185679,75.29166248,75.35938437,75.42501618,75.4885516,75.54998433,75.60930807,75.66651653
Antigua and Barbuda,ATG,Urban population,SP.URB.TOTL,22424,22481,22530,22575,22631,22695,22756,22816,22872,22924
Antigua and Barbuda,ATG,"Population, female",SP.POP.TOTL.FE.IN,47248,47499,47726,47940,48179,48430,48670,48908,49139,49360
Antigua and Barbuda,ATG,"Population, male",SP.POP.TOTL.MA.IN,42721,42969,43200,43424,43667,43919,44170,44408,44633,44849
Antigua and Barbuda,ATG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.657,11.796,10.822,11.5,12.18,12.135,12.001,11.848,..,11.577
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.142,6.228,6.312,6.448,6.605,6.806,6.771,6.893,..,7.128
Arab World,ARB,Rural population (% of total population),SP.RUR.TOTL.ZS,41.4377062,41.31910584,41.21529747,41.10371206,40.91003101,40.88751529,40.66606749,40.4300592,40.18012476,40.02456685
Arab World,ARB,Urban population,SP.URB.TOTL,245849395,251339592,256300163,261665204,268104920,272299653,279671715,287190243,294680261,301124677
Arab World,ARB,"Population, female",SP.POP.TOTL.FE.IN,201355207,205627977,209752508,214102918,218890065,222606670,227614565,232702770,237680202,242298581
Arab World,ARB,"Population, male",SP.POP.TOTL.MA.IN,218453134,222687909,226245552,230178397,234833174,238039933,243737501,249403208,254932430,259781458
Arab World,ARB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.65442104,26.25067549,25.37974811,24.79188346,24.40787864,23.88897352,23.54282722,23.43740202,..,22.80913711
Arab World,ARB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.408802292,5.398052453,5.289245392,5.155052607,5.723582471,5.904704795,5.199785257,5.041048973,..,4.993676789
Argentina,ARG,Rural population (% of total population),SP.RUR.TOTL.ZS,8.414318277,8.322397157,8.232005867,8.143215549,8.056097341,7.970722382,7.887161814,7.805486774,7.725768403,7.648077838
Argentina,ARG,Urban population,SP.URB.TOTL,40206401,40602996,40978889,41311179,41551256,41700565,41826509,41983907,42165780,42344629
Argentina,ARG,"Population, female",SP.POP.TOTL.FE.IN,22147408,22335741,22512096,22665751,22772481,22834166,22880775,22941417,23015446,23088159
Argentina,ARG,"Population, male",SP.POP.TOTL.MA.IN,21752905,21953153,22142786,22307714,22419484,22478115,22527129,22596984,22680713,22763219
Argentina,ARG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.789,16.155,15.332,13.902,11.799,11.682,10.926,11.064,..,11.081
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.865,7.682,7.583,7.676,8.45,9.725,8.797,7.668,..,7.791
Armenia,ARM,Rural population (% of total population),SP.RUR.TOTL.ZS,35.40712467,35.28750514,35.14971662,34.99529664,34.82578275,34.64271247,34.43755371,34.3043118,34.18863286,34.07129844
Armenia,ARM,Urban population,SP.URB.TOTL,1932813,1928044,1925405,1925764,1930134,1936079,1946680,1947417,1996388,1986500
Armenia,ARM,"Population, female",SP.POP.TOTL.FE.IN,1614828,1607072,1599966,1594385,1592424,1591948,1594364,1589229,1625023,1614773
Armenia,ARM,"Population, male",SP.POP.TOTL.MA.IN,1377472,1372328,1369034,1368115,1369076,1370352,1374836,1375071,1408477,1398330
Armenia,ARM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.5,12.6,12.3,12.2,12.3,12.4,12.3,12.3,..,11.833
Armenia,ARM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.4,9.1,8.7,8.8,12.2,11.6,9,8.2,..,9.372
Aruba,ABW,Rural population (% of total population),SP.RUR.TOTL.ZS,36.99221194,37.22315111,37.4632363,37.71172371,37.99711624,38.07246601,38.11883421,38.16485073,38.20906032,38.25147508
Aruba,ABW,Urban population,SP.URB.TOTL,68506,68260,68108,68021,67327,66696,66405,66386,66731,66708
Aruba,ABW,"Population, female",SP.POP.TOTL.FE.IN,57213,57275,57429,57655,57382,56900,56652,56653,56980,57005
Aruba,ABW,"Population, male",SP.POP.TOTL.MA.IN,51514,51460,51479,51548,51205,50800,50658,50706,51015,51026
Aruba,ABW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.625,11.477,10.807,10.842,9.688,9.461,8.527,7.973,..,9.458
Aruba,ABW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.257,6.594,6.703,6.145,6.842,8.951,8.191,7.582,..,9.997
Australia,AUS,Rural population (% of total population),SP.RUR.TOTL.ZS,12.98337048,12.87190734,12.77323192,12.69803521,12.72865295,12.76465924,12.66567317,12.51330443,12.397853,12.28073273
Australia,AUS,Urban population,SP.URB.TOTL,21050112,21427053,21774643,22117801,22384444,22406757,22723275,23323885,23824991,24075697
Australia,AUS,"Population, female",SP.POP.TOTL.FE.IN,12185876,12390298,12575335,12762303,12922405,12940520,13108686,13432672,13702196,13826956
Australia,AUS,"Population, male",SP.POP.TOTL.MA.IN,12005031,12202290,12387923,12572523,12726843,12744892,12910035,13227250,13494616,13619348
Australia,AUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9,12.6,12.6,12.1,11.5,12.1,11.6,10.8,..,11.282
Australia,AUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.6,6.5,6.3,6.7,6.3,6.7,7.3,6.9,..,6.796
Austria,AUT,Rural population (% of total population),SP.RUR.TOTL.ZS,32.27819381,32.09488039,31.89532128,31.68239552,31.45898221,31.2263983,31.00191487,30.77346417,30.53418189,30.28478476
Austria,AUT,Urban population,SP.URB.TOTL,5916629,5973998,6020808,6066549,6111709,6159224,6238704,6321602,6375560,6390937
Austria,AUT,"Population, female",SP.POP.TOTL.FE.IN,4444184,4472069,4492681,4511901,4530017,4549341,4592386,4637070,4659221,4652306
Austria,AUT,"Population, male",SP.POP.TOTL.MA.IN,4292484,4325497,4347840,4368019,4386847,4406456,4449465,4494691,4518761,4514899
Austria,AUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10,10,9.7,9.6,9.4,9.6,9.1,8.5,..,8.271
Austria,AUT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.2,9.5,9.5,9.4,10.3,10.3,10.3,9.8,..,10.23
Azerbaijan,AZE,Rural population (% of total population),SP.RUR.TOTL.ZS,44.24252028,43.56681129,42.81584653,41.8691808,41.70653082,41.63400303,41.56171841,41.49246495,41.42620416,41.36289757
Azerbaijan,AZE,Urban population,SP.URB.TOTL,5440710,5560945,5683974,5827198,5883630,5916999,5926668,5940831,5976185,6018518
Azerbaijan,AZE,"Population, female",SP.POP.TOTL.FE.IN,5020488,5055686,5087628,5123706,5156200,5176589,5175175,5178464,5201566,5231045
Azerbaijan,AZE,"Population, male",SP.POP.TOTL.MA.IN,4737324,4798347,4852143,4900577,4936921,4961161,4966581,4975494,5001264,5032965
Azerbaijan,AZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.3,14.6,14,14.1,12.5,11.1,12.1,11.1,..,11.55
Azerbaijan,AZE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.8,5.8,5.8,5.6,7.5,7.6,6,5.9,..,6.745
"Bahamas, The",BHS,Rural population (% of total population),SP.RUR.TOTL.ZS,17.82156214,17.91859813,18.03568418,18.17425367,18.33573998,18.52157647,18.6799283,18.67862008,18.6750737,18.6690828
"Bahamas, The",BHS,Urban population,SP.URB.TOTL,318898,320516,321888,322946,323279,322958,323278,324830,326343,327790
"Bahamas, The",BHS,"Population, female",SP.POP.TOTL.FE.IN,200976,202502,203929,205180,205987,206455,207295,208531,209686,210739
"Bahamas, The",BHS,"Population, male",SP.POP.TOTL.MA.IN,187079,187983,188788,189495,189876,189918,190243,190909,191597,192294
"Bahamas, The",BHS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.983,11.421,11.263,11.195,11.115,11.023,10.942,10.852,..,10.67
"Bahamas, The",BHS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.94,8.12,8.276,9.321,9.523,11.259,8.558,8.713,..,8.88
Bahrain,BHR,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,Urban population,SP.URB.TOTL,1423726,1501116,1503091,1483756,1472204,1504365,1524693,1577059,1588670,1622245
Bahrain,BHR,"Population, female",SP.POP.TOTL.FE.IN,533830,554706,558295,556667,554866,571651,579797,598073,603043,615819
Bahrain,BHR,"Population, male",SP.POP.TOTL.MA.IN,889896,946410,944796,927089,917338,932714,944896,978986,985627,1006426
Bahrain,BHR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.623,14.071,13.641,13.318,12.813,13.042,13.282,12.46,..,11.926
Bahrain,BHR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1.983,1.987,2.035,2.104,2.586,2.804,2.094,2.089,..,2.221
Bangladesh,BGD,Rural population (% of total population),SP.RUR.TOTL.ZS,70.12460845,69.79842016,69.4824344,69.17716037,68.88310727,68.60078431,68.32626527,67.8421535,67.32168037,66.7604153
Bangladesh,BGD,Urban population,SP.URB.TOTL,48043194,48982779,49903270,50830886,51746778,52643565,53650523,55140091,56717264,58397596
Bangladesh,BGD,"Population, female",SP.POP.TOTL.FE.IN,81720325,82462276,83091995,83750865,84419144,85086513,85985502,87109279,88218708,89320170
Bangladesh,BGD,"Population, male",SP.POP.TOTL.MA.IN,79091607,79723871,80431108,81162190,81878880,82572341,83399395,84357711,85343656,86366729
Bangladesh,BGD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.226,19.991,20.069,20.131,20.289,20.414,20.583,20.353,..,19.587
Bangladesh,BGD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.575,5.512,5.442,5.372,6.126,6.317,5.037,5.01,..,5.122
Barbados,BRB,Rural population (% of total population),SP.RUR.TOTL.ZS,40.74897447,40.74073013,40.72982469,40.71588594,40.69854167,40.67796346,40.64614859,40.57642598,40.46029676,40.30037601
Barbados,BRB,Urban population,SP.URB.TOTL,165665,166027,166378,166711,167051,167375,167567,167774,168180,168725
Barbados,BRB,"Population, female",SP.POP.TOTL.FE.IN,145691,145940,146174,146388,146596,146790,146907,146972,147044,147106
Barbados,BRB,"Population, male",SP.POP.TOTL.MA.IN,133907,134231,134537,134819,135102,135357,135411,135364,135423,135517
Barbados,BRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.706,11.628,11.539,11.446,11.334,11.287,11.249,11.173,..,11.044
Barbados,BRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.36,9.427,9.459,9.517,9.548,9.817,11.097,10.613,..,10.294
Belarus,BLR,Rural population (% of total population),SP.RUR.TOTL.ZS,23.15412903,22.97917938,22.78672791,22.54492281,22.21096142,21.8689132,21.52672121,21.18535793,20.84489848,20.50541796
Belarus,BLR,Urban population,SP.URB.TOTL,7276827,7285391,7287995,7296081,7296574,7268211,7241570,7233843,7228942,7213776
Belarus,BLR,"Population, female",SP.POP.TOTL.FE.IN,5060389,5052859,5040188,5028345,5007632,4967859,4928161,4900868,4876818,4846815
Belarus,BLR,"Population, male",SP.POP.TOTL.MA.IN,4408990,4406130,4398597,4391413,4372320,4334726,4299910,4277430,4255811,4227736
Belarus,BLR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.4,10.8,9.9,9.3,8.886,8.624,8.062,7.136,..,6.928
Belarus,BLR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.6,12.6,12.7,12.8,15.784,15.839,13.246,13.338,..,13.236
Belgium,BEL,Rural population (% of total population),SP.RUR.TOTL.ZS,13.5492209,13.32682605,13.11165505,12.90383688,12.7035005,12.56944359,12.51079973,12.44850736,12.3873443,12.32739169
Belgium,BEL,Urban population,SP.URB.TOTL,9796103,9859210,9928778,10006461,10072797,10129875,10218922,10313519,10389643,10411586
Belgium,BEL,"Population, female",SP.POP.TOTL.FE.IN,5752119,5773392,5797464,5825838,5847609,5873102,5923682,5973333,6011059,6016962
Belgium,BEL,"Population, male",SP.POP.TOTL.MA.IN,5579303,5601766,5629590,5663142,5690995,5713093,5756528,5806613,5847551,5858567
Belgium,BEL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.8,10.5,10.4,10.2,9.9,10.2,9.8,9.4,..,8.606
Belgium,BEL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5,9.6,9.7,9.5,11,9.7,10,9.4,..,9.837
Belize,BLZ,Rural population (% of total population),SP.RUR.TOTL.ZS,56.32344857,56.57889133,56.83515172,57.09223778,57.35015756,57.60891908,57.86267487,58.05405625,58.24678927,58.43785646
Belize,BLZ,Urban population,SP.URB.TOTL,159291,162048,164124,165551,166681,167591,169701,172442,174141,175776
Belize,BLZ,"Population, female",SP.POP.TOTL.FE.IN,181032,184992,188461,191404,194048,196444,199820,203619,206630,209590
Belize,BLZ,"Population, male",SP.POP.TOTL.MA.IN,183673,188210,191765,194425,196764,198902,202913,207487,210442,213334
Belize,BLZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.374,21.286,21.144,19.335,18.353,16.539,17.391,18.025,..,17.777
Belize,BLZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.113,5.094,5.07,5.04,5.576,5.95,5.409,4.925,..,5.018
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,53.3905441,52.70572251,52.00471707,51.28744994,50.55384328,49.80381924,49.0373,48.2542077,47.45446452,46.6379926
Benin,BEN,Urban population,SP.URB.TOTL,5452301,5694127,5943422,6199527,6462696,6733023,7012213,7301866,7599516,7905293
Benin,BEN,"Population, female",SP.POP.TOTL.FE.IN,5849451,6017172,6185787,6354457,6523643,6692742,6863042,7036429,7210159,7383962
Benin,BEN,"Population, male",SP.POP.TOTL.MA.IN,5848391,6022608,6197560,6372298,6546526,6720675,6896459,7074605,7252565,7430498
Benin,BEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.554,37.84,36.955,36.036,35.331,34.779,34.35,33.879,..,33.046
Benin,BEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.783,9.62,9.477,9.335,9.17,9.349,8.948,8.797,..,8.633
Bermuda,BMU,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
Bermuda,BMU,Urban population,SP.URB.TOTL,63449,63578,63831,64107,64382,64648,64749,64698,64636,64555
Bermuda,BMU,"Population, female",SP.POP.TOTL.FE.IN,31964,32083,32288,32503,32711,32916,33016,33018,33017,33005
Bermuda,BMU,"Population, male",SP.POP.TOTL.MA.IN,31485,31495,31543,31604,31671,31732,31733,31680,31619,31550
Bermuda,BMU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.171,8.81,8.407,8.375,8.678,8.21,8.183,8.046,..,7.821
Bermuda,BMU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.62,8.691,8.689,8.705,8.755,8.762,8.772,8.858,..,9.166
Bhutan,BTN,Rural population (% of total population),SP.RUR.TOTL.ZS,62.72547654,62.1354455,61.53381072,60.92531766,60.31111601,59.69248001,59.06348564,58.2647542,57.43547502,56.56981675
Bhutan,BTN,Urban population,SP.URB.TOTL,278763,285626,292250,298853,305607,312561,319679,328200,336908,346000
Bhutan,BTN,"Population, female",SP.POP.TOTL.FE.IN,345126,348237,351188,353962,356798,359754,362724,365702,368477,371188
Bhutan,BTN,"Population, male",SP.POP.TOTL.MA.IN,402740,406098,408571,410862,413208,415688,418190,420683,423047,425494
Bhutan,BTN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.81,13.759,12.941,12.421,12.952,12.892,12.807,12.663,..,12.346
Bhutan,BTN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.568,6.643,6.48,6.35,6.275,6.234,6.143,6.11,..,6.036
Bolivia,BOL,Rural population (% of total population),SP.RUR.TOTL.ZS,31.25536721,30.91619837,30.58661202,30.26650133,29.95573645,29.65495872,29.36474013,29.0848586,28.76385462,28.43689627
Bolivia,BOL,Urban population,SP.URB.TOTL,7685664,7837272,7988348,8138866,8276640,8397341,8530729,8682963,8842767,9003957
Bolivia,BOL,"Population, female",SP.POP.TOTL.FE.IN,5547565,5631129,5714436,5797447,5876234,5947416,6023404,6108428,6194100,6279563
Bolivia,BOL,"Population, male",SP.POP.TOTL.MA.IN,5632455,5713458,5793932,5873939,5940065,5989944,6053750,6135731,6219215,6302280
Bolivia,BOL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.272,22.911,22.574,22.257,21.996,21.808,21.566,21.247,..,20.783
Bolivia,BOL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.614,7.591,7.561,7.555,10.836,11.791,7.681,7.172,..,7.172
Bosnia and Herzegovina,BIH,Rural population (% of total population),SP.RUR.TOTL.ZS,51.97511542,51.50815982,51.02807217,50.534956,50.02891479,49.51005205,48.97847129,48.43427602,47.87756972,47.30845592
Bosnia and Herzegovina,BIH,Urban population,SP.URB.TOTL,1667906,1662631,1658679,1654869,1648721,1638352,1635139,1642406,1649286,1654565
Bosnia and Herzegovina,BIH,"Population, female",SP.POP.TOTL.FE.IN,1822354,1798537,1776605,1755046,1730652,1701558,1680628,1670406,1658459,1644733
Bosnia and Herzegovina,BIH,"Population, male",SP.POP.TOTL.MA.IN,1650649,1630145,1610395,1590487,1568697,1543349,1524174,1514667,1505794,1495362
Bosnia and Herzegovina,BIH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.482,8.568,8.803,8.561,8.353,8.011,7.748,7.714,..,7.725
Bosnia and Herzegovina,BIH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.228,12.304,11.98,13.102,15.173,18.387,14.05,13.457,..,13.609
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,34.30507031,34.05435643,33.84208235,33.67283052,33.55118335,33.48172329,33.41102128,32.97873447,32.53764622,32.04404385
Botswana,BWA,Urban population,SP.URB.TOTL,1468135,1494821,1521064,1546805,1572109,1597397,1624699,1662291,1700820,1741115
Botswana,BWA,"Population, female",SP.POP.TOTL.FE.IN,1123188,1138004,1153188,1168812,1185077,1202318,1221897,1243275,1264574,1285629
Botswana,BWA,"Population, male",SP.POP.TOTL.MA.IN,1111588,1128743,1145953,1163271,1180817,1199123,1217995,1236969,1256565,1276493
Botswana,BWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.254,26.073,25.897,25.751,25.532,25.422,25.253,24.713,..,23.881
Botswana,BWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.463,7.035,6.685,6.408,6.254,8.393,5.826,5.724,..,5.747
Brazil,BRA,Rural population (% of total population),SP.RUR.TOTL.ZS,14.05129516,13.80171024,13.55792801,13.32020089,13.08878135,12.86392183,12.65044376,12.38402898,12.10414505,11.82270035
Brazil,BRA,Urban population,SP.URB.TOTL,174663337,176450869,178163387,179821975,181349681,182593908,183701720,184993000,186337958,187652232
Brazil,BRA,"Population, female",SP.POP.TOTL.FE.IN,102908376,103701726,104452738,105174727,105816369,106313829,106757480,107227668,107703455,108154997
Brazil,BRA,"Population, male",SP.POP.TOTL.MA.IN,100309738,101001719,101654523,102280732,102844473,103236465,103548935,103913061,104295118,104657408
Brazil,BRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.146,14.123,14.022,13.548,12.995,12.754,12.555,12.322,..,11.882
Brazil,BRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.226,6.256,6.337,6.452,7.502,8.366,7.539,7.077,..,7.199
